started - CORNER STAGE 3: POSITION + RATE (WiFi build, cube held by hand)
all stopped
# mount DCM check: det=1.0000  |row0|=1.0000  |row1|=1.0000  |row2|=1.0000
BMI270 connected!
# calibrating gyro bias -- keep the cube PERFECTLY STILL (~2s)
# corner resolved: [-1,+1,+1]  place_offset=3.097 deg  (best_dot=0.6091 runner_up=[-1,-1,+1] dot=0.6020)
# WARNING: best and runner-up corners are close -- verify before arming.
t_ms	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale
# STARTS DISARMED, gGainScale=0.1. Send a1 to arm, a0 to
# disarm, g<0..1> to step gain, m<deg> to widen/narrow kMaxTilt.
# h1 halts (idle + disarm), h0 resumes (still disarmed).
# WiFi build: d<N> sets telemetry decimation (d2 = 250 Hz,
#   d20 = 25 Hz readable), l<0/1phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale
7174	-33.174	-31.055	1.047	-0.08	-0.04	0.13	0.000	-0.041	-0.016	-0.1200	-0.1200	0.0273	0.0000	0.0000	0.0000	0	0.10
7181	-33.171	-31.050	1.045	-0.21	0.19	-0.07	-0.003	-0.030	-0.030	-0.1200	-0.1200	0.0266	0.0000	0.0000	0.0000	0	0.10
7189	-33.168	-31.048	1.045	-0.05	-0.03	-0.12	0.002	-0.014	-0.049	-0.1200	-0.1200	0.0269	0.0000	0.0000	0.0000	0	0.10
7196	-33.165	-31.045	1.045	-0.01	0.01	-0.08	-0.007	0.016	-0.054	-0.1200	-0.1200	0.0269	0.0000	0.0000	0.0000	0	0.10
7204	-33.164	-31.047	1.047	-0.16	0.10	-0.34	0.000	0.013	-0.054	-0.1200	-0.1200	0.0264	0.0000	0.0000	0.0000	0	0.10
7211	-33.162	-31.049	1.051	0.18	-0.08	-0.51	0.009	0.037	-0.039	-0.1200	-0.1200	0.0266	0.0000	0.0000	0.0000	0	0.10
7218	-33.167	-31.050	1.048	-0.00	-0.08	-0.43	0.005	0.017	-0.018	-0.1200	-0.1200	0.0265	0.0000	0.0000	0.0000	0	0.10
7226	-33.171	-31.050	1.045	0.05	-0.08	-0.17	0.021	0.015	0.012	-0.1200	-0.1200	0.0269	0.0000	0.0000	0.0000	0	0.10
7233	-33.186	-31.042	1.024	0.20	-0.50	0.10	0.001	0.013	0.012	-0.1200	-0.1200	0.0274	0.0000	0.0000	0.0000	0	0.10
7240	-33.189	-31.047	1.026	0.90	-0.98	-0.12	-0.007	0.008	0.041	-0.1200	-0.1200	0.0281	0.0000	0.0000	0.0000	0	0.10
7248	-33.171	-31.060	1.054	1.24	-0.94	-0.07	-0.004	0.018	0.055	-0.1200	-0.1200	0.0290	0.0000	0.0000	0.0000	0	0.10
7255	-33.163	-31.065	1.067	0.46	-1.09	1.50	-0.005	-0.007	0.041	-0.1200	-0.1200	0.0311	0.0000	0.0000	0.0000	0	0.10
7263	-33.153	-31.056	1.067	0.04	-1.12	0.26	0.014	0.026	0.056	-0.1200	-0.1200	0.0289	0.0000	0.0000	0.0000	0	0.10
7270	-33.137	-31.040	1.065	0.50	0.15	-1.15	0.009	-0.018	0.074	-0.1200	-0.1200	0.0260	0.0000	0.0000	0.0000	0	0.10
7277	-33.133	-31.044	1.072	0.08	0.10	-1.20	0.008	-0.058	0.056	-0.1200	-0.1200	0.0258	0.0000	0.0000	0.0000	0	0.10
7285	-33.135	-31.043	1.070	-0.50	-0.73	-1.08	0.020	-0.012	0.020	-0.1200	-0.1200	0.0262	0.0000	0.0000	0.0000	0	0.10
7293	-33.139	-31.051	1.074	0.50	-0.35	-1.39	-0.007	-0.014	-0.001	-0.1200	-0.1200	0.0263	0.0000	0.0000	0.0000	0	0.10
7300	-33.151	-31.069	1.081	0.36	-0.04	-1.68	0.004	-0.039	-0.013	-0.1200	-0.1200	0.0256	0.0000	0.0000	0.0000	0	0.10
7308	-33.162	-31.089	1.091	0.12	0.05	-0.47	-0.009	-0.003	-0.055	-0.1200	-0.1200	0.0273	0.0000	0.0000	0.0000	0	0.10
7315	-33.178	-31.112	1.099	-0.16	0.04	1.08	0.004	0.007	-0.089	-0.1200	-0.1200	0.0295	0.0000	0.0000	0.0000	0	0.10
7323	-33.188	-31.130	1.108	-0.18	0.65	0.58	0.002	0.024	-0.083	-0.1200	-0.1200	0.0284	0.0000	0.0000	0.0000	0	0.10
7330	-33.195	-31.140	1.112	-0.11	1.22	0.89	0.007	0.005	-0.076	-0.1200	-0.1200	0.0285	0.0000	0.0000	0.0000	0	0.10
7337	-33.206	-31.147	1.108	-0.73	0.50	2.33	0.016	0.010	-0.078	-0.1200	-0.1200	0.0307	0.0000	0.0000	0.0000	0	0.10
7345	-33.214	-31.134	1.088	-0.39	-0.26	2.86	0.009	0.029	-0.045	-0.1200	-0.1200	0.0321	0.0000	0.0000	0.0000	0	0.10
7353	-33.205	-31.110	1.073	0.10	0.08	1.72	-0.009	0.034	0.000	-0.1200	-0.1200	0.0302	0.0000	0.0000	0.0000	0	0.10
7360	-33.181	-31.090	1.075	0.46	0.14	0.57	-0.027	-0.002	0.061	-0.1200	-0.1200	0.0287	0.0000	0.0000	0.0000	0	0.10
7367	-33.148	-31.081	1.095	-0.09	0.02	0.19	-0.019	0.003	0.067	-0.1200	-0.1200	0.0282	0.0000	0.0000	0.0000	0	0.10
7375	-33.125	-31.069	1.104	-0.64	0.28	-0.15	-0.007	-0.017	0.100	-0.1200	-0.1200	0.0272	0.0000	0.0000	0.0000	0	0.10
7382	-33.115	-31.056	1.100	-1.27	1.00	-1.07	0.012	-0.034	0.112	-0.1200	-0.1200	0.0246	0.0000	0.0000	0.0000	0	0.10
7390	-33.113	-31.041	1.087	-1.45	1.73	-1.73	0.011	-0.053	0.128	-0.1200	-0.1200	0.0225	0.0000	0.0000	0.0000	0	0.10
7397	-33.128	-31.031	1.065	-1.17	1.30	-1.47	0.028	-0.045	0.094	-0.1200	-0.1200	0.0231	0.0000	0.0000	0.0000	0	0.10
7404	-33.154	-31.022	1.033	-0.90	0.58	-1.24	0.015	-0.013	0.041	-0.1200	-0.1200	0.0237	0.0000	0.0000	0.0000	0	0.10
7412	-33.175	-31.025	1.018	0.07	-0.40	-1.01	0.006	0.015	-0.003	-0.1200	-0.1200	0.0254	0.0000	0.0000	0.0000	0	0.10
7419	-33.186	-31.037	1.018	0.86	-0.54	-0.63	-0.011	0.015	-0.037	-0.1200	-0.1200	0.0268	0.0000	0.0000	0.0000	0	0.10
7426	-33.197	-31.056	1.028	1.02	-0.89	-0.11	-0.023	0.045	-0.081	-0.1200	-0.1200	0.0282	0.0000	0.0000	0.0000	0	0.10
7434	-33.200	-31.075	1.043	0.12	-0.72	0.92	-0.011	0.052	-0.116	-0.1200	-0.1200	0.0292	0.0000	0.0000	0.0000	0	0.10
7441	-33.192	-31.090	1.066	-0.01	0.22	0.75	-0.001	0.023	-0.124	-0.1200	-0.1200	0.0283	0.0000	0.0000	0.0000	0	0.10
7449	-33.181	-31.100	1.085	-0.23	0.87	0.10	0.006	-0.008	-0.114	-0.1200	-0.1200	0.0270	0.0000	0.0000	0.0000	0	0.10
7456	-33.179	-31.099	1.085	-0.86	1.33	0.48	0.005	-0.031	-0.078	-0.1200	-0.1200	0.0266	0.0000	0.0000	0.0000	0	0.10
7463	-33.188	-31.086	1.065	-1.34	1.24	0.21	0.035	-0.016	-0.065	-0.1200	-0.1200	0.0255	0.0000	0.0000	0.0000	0	0.10
7471	-33.199	-31.060	1.030	-0.77	1.06	0.03	0.023	-0.031	-0.020	-0.1200	-0.1200	0.0252	0.0000	0.0000	0.0000	0	0.10
7478	-33.212	-31.039	0.997	-0.01	0.33	-0.10	-0.004	-0.014	0.025	-0.1200	-0.1200	0.0257	0.0000	0.0000	0.0000	0	0.10
7485	-33.223	-31.024	0.974	0.73	-0.88	0.06	-0.018	0.024	0.051	-0.1200	-0.1200	0.0272	0.0000	0.0000	0.0000	0	0.10
7493	-33.223	-31.017	0.967	1.40	-1.41	0.14	-0.039	0.023	0.086	-0.1200	-0.1200	0.0282	0.0000	0.0000	0.0000	0	0.10
7500	-33.213	-31.023	0.981	2.41	-2.19	-0.21	-0.050	0.035	0.099	-0.1200	-0.1200	0.0295	0.0000	0.0000	0.0000	0	0.10
7507	-33.195	-31.038	1.011	2.19	-1.98	-0.09	-0.037	0.034	0.099	-0.1200	-0.1200	0.0299	0.0000	0.0000	0.0000	0	0.10
7515	-33.175	-31.058	1.049	1.67	-1.32	-0.02	0.003	-0.003	0.088	-0.1200	-0.1200	0.0297	0.0000	0.0000	0.0000	0	0.10
7522	-33.155	-31.078	1.086	0.72	-0.70	-0.01	0.015	-0.028	0.071	-0.1200	-0.1200	0.0291	0.0000	0.0000	0.0000	0	0.10
7529	-33.136	-31.095	1.119	-0.50	0.75	-0.02	0.046	-0.048	0.040	-0.1200	-0.1200	0.0274	0.0000	0.0000	0.0000	0	0.10
7537	-33.126	-31.108	1.141	-1.18	1.38	-0.08	0.068	-0.045	0.004	-0.1200	-0.1200	0.0266	0.0000	0.0000	0.0000	0	0.10
7544	-33.129	-31.104	1.135	-1.93	1.55	0.18	0.072	-0.039	-0.038	-0.1200	-0.1200	0.0261	0.0000	0.0000	0.0000	0	0.10
7552	-33.137	-31.090	1.114	-1.52	1.97	-0.01	0.063	-0.044	-0.064	-0.1200	-0.1200	0.0253	0.0000	0.0000	0.0000	0	0.10
7559	-33.149	-31.076	1.090	-1.15	1.30	-0.24	0.049	-0.005	-0.063	-0.1200	-0.1200	0.0254	0.0000	0.0000	0.0000	0	0.10
7567	-33.162	-31.065	1.067	-0.41	0.46	-0.14	-0.002	0.035	-0.086	-0.1200	-0.1200	0.0265	0.0000	0.0000	0.0000	0	0.10
7574	-33.172	-31.058	1.051	-0.03	0.03	-0.31	-0.034	0.031	-0.075	-0.1200	-0.1200	0.0267	0.0000	0.0000	0.0000	0	0.10
7581	-33.178	-31.054	1.043	0.15	-0.33	-0.33	-0.070	0.050	-0.074	-0.1200	-0.1200	0.0269	0.0000	0.0000	0.0000	0	0.10
7589	-33.182	-31.051	1.037	0.30	-0.34	-0.16	-0.072	0.045	-0.040	-0.1200	-0.1200	0.0272	0.0000	0.0000	0.0000	0	0.10
7596	-33.183	-31.053	1.037	0.30	-0.25	-0.25	-0.086	0.009	-0.015	-0.1200	-0.1200	0.0270	0.0000	0.0000	0.0000	0	0.10
7603	-33.184	-31.055	1.038	0.48	-0.81	0.23	-0.080	0.003	0.008	-0.1200	-0.1200	0.0284	0.0000	0.0000	0.0000	0	0.10
7611	-33.181	-31.055	1.041	0.48	-0.55	-0.03	-0.056	0.015	0.040	-0.1200	-0.1200	0.0278	0.0000	0.0000	0.0000	0	0.10
7618	-33.175	-31.060	1.051	0.41	-0.23	-0.06	-0.028	-0.039	0.068	-0.1200	-0.1200	0.0276	0.0000	0.0000	0.0000	0	0.10
7625	-33.174	-31.068	1.059	0.34	-0.28	0.16	0.008	-0.039	0.076	-0.1200	-0.1200	0.0281	0.0000	0.0000	0.0000	0	0.10
7633	-33.180	-31.081	1.067	-0.08	0.07	0.76	0.035	-0.028	0.062	-0.1200	-0.1200	0.0285	0.0000	0.0000	0.0000	0	0.10
7640	-33.182	-31.097	1.081	-0.15	0.15	1.28	0.043	-0.045	0.046	-0.1200	-0.1200	0.0294	0.0000	0.0000	0.0000	0	0.10
7647	-33.191	-31.093	1.069	-0.26	0.13	1.09	0.074	-0.052	0.040	-0.1200	-0.1200	0.0288	0.0000	0.0000	0.0000	0	0.10
7655	-33.211	-31.074	1.034	0.14	-0.79	2.67	0.076	-0.036	-0.006	-0.1200	-0.1200	0.0316	0.0000	0.0000	0.0000	0	0.10
7662	-33.202	-31.068	1.035	1.17	-0.97	-0.62	0.054	0.023	0.002	-0.1200	-0.1200	0.0278	0.0000	0.0000	0.0000	0	0.10
7670	-33.173	-31.054	1.047	2.55	0.72	-1.35	0.020	-0.027	0.034	-0.1200	-0.1200	0.0265	0.0000	0.0000	0.0000	0	0.10
7677	-33.166	-31.075	1.073	0.95	-0.74	0.64	0.001	0.006	-0.026	-0.1200	-0.1200	0.0300	0.0000	0.0000	0.0000	0	0.10
7684	-33.167	-31.088	1.085	-0.68	-2.27	0.85	0.021	0.056	-0.042	-0.1200	-0.1200	0.0306	0.0000	0.0000	0.0000	0	0.10
7692	-33.150	-31.089	1.101	0.02	0.04	-0.05	0.004	0.004	-0.028	-0.1200	-0.1200	0.0280	0.0000	0.0000	0.0000	0	0.10
7699	-33.139	-31.098	1.120	-0.16	1.47	-1.72	-0.010	-0.009	-0.025	-0.1200	-0.1200	0.0245	0.0000	0.0000	0.0000	0	0.10
7706	-33.141	-31.098	1.118	-1.11	0.79	-0.84	-0.010	0.019	-0.039	-0.1200	-0.1200	0.0256	0.0000	0.0000	0.0000	0	0.10
7714	-33.148	-31.090	1.104	-0.98	0.89	-0.22	-0.031	0.025	-0.035	-0.1200	-0.1200	0.0263	0.0000	0.0000	0.0000	0	0.10
7721	-33.155	-31.075	1.083	-0.78	1.33	-1.60	-0.042	0.006	-0.003	-0.1200	-0.1200	0.0236	0.0000	0.0000	0.0000	0	0.10
7729	-33.160	-31.065	1.069	-0.12	1.08	-1.68	-0.057	0.012	-0.001	-0.1200	-0.1200	0.0240	0.0000	0.0000	0.0000	0	0.10
7736	-33.173	-31.070	1.063	-0.47	0.10	-1.10	-0.056	0.011	-0.010	-0.1200	-0.1200	0.0253	0.0000	0.0000	0.0000	0	0.10
7744	-33.178	-31.078	1.066	0.04	0.20	-1.08	-0.055	0.006	0.004	-0.1200	-0.1200	0.0257	0.0000	0.0000	0.0000	0	0.10
7751	-33.185	-31.091	1.073	0.56	0.07	-0.95	-0.050	0.006	0.001	-0.1200	-0.1200	0.0266	0.0000	0.0000	0.0000	0	0.10
7759	-33.193	-31.101	1.075	0.42	-0.50	-0.66	-0.039	0.000	0.001	-0.1200	-0.1200	0.0275	0.0000	0.0000	0.0000	0	0.10
7766	-33.199	-31.099	1.067	0.98	-0.55	-0.54	-0.004	-0.001	0.003	-0.1200	-0.1200	0.0280	0.0000	0.0000	0.0000	0	0.10
7773	-33.203	-31.089	1.054	0.54	-0.38	-0.37	0.019	0.003	0.004	-0.1200	-0.1200	0.0275	0.0000	0.0000	0.0000	0	0.10
7781	-33.195	-31.085	1.057	0.71	-0.53	-0.18	0.044	0.003	0.027	-0.1200	-0.1200	0.0281	0.0000	0.0000	0.0000	0	0.10
7788	-33.173	-31.082	1.074	0.95	-0.54	-0.62	0.060	-0.008	0.047	-0.1200	-0.1200	0.0280	0.0000	0.0000	0.0000	0	0.10
7795	-33.149	-31.085	1.098	1.28	-0.70	-1.73	0.076	-0.017	0.055	-0.1200	-0.1200	0.0272	0.0000	0.0000	0.0000	0	0.10
7803	-33.119	-31.096	1.136	1.40	-0.31	-3.84	0.042	-0.001	0.082	-0.1200	-0.1200	0.0246	0.0000	0.0000	0.0000	0	0.10
7810	-33.097	-31.122	1.180	1.18	-1.09	-3.67	0.064	-0.003	0.068	-0.1200	-0.1200	0.0262	0.0000	0.0000	0.0000	0	0.10
7817	-33.084	-31.124	1.193	0.66	-1.33	-3.13	0.041	0.013	0.023	-0.1200	-0.1200	0.0270	0.0000	0.0000	0.0000	0	0.10
7825	-33.079	-31.128	1.202	0.13	-0.14	-3.58	0.042	-0.009	0.006	-0.1200	-0.1200	0.0250	0.0000	0.0000	0.0000	0	0.10
7832	-33.088	-31.120	1.187	-0.77	-0.31	-1.76	0.044	-0.004	-0.052	-0.1200	-0.1200	0.0268	0.0000	0.0000	0.0000	0	0.10
7840	-33.108	-31.085	1.135	-1.62	0.35	-0.51	0.034	-0.029	-0.073	-0.1200	-0.1200	0.0264	0.0000	0.0000	0.0000	0	0.10
7847	-33.120	-31.041	1.081	-1.19	0.81	-1.61	-0.002	-0.036	-0.077	-0.1200	-0.1200	0.0237	0.0000	0.0000	0.0000	0	0.10
7854	-33.117	-31.012	1.056	-0.23	0.09	-2.25	-0.028	-0.025	-0.075	-0.1200	-0.1200	0.0236	0.0000	0.0000	0.0000	0	0.10
7862	-33.105	-31.002	1.056	0.48	-1.11	-2.93	-0.074	-0.001	-0.057	-0.1200	-0.1200	0.0243	0.0000	0.0000	0.0000	0	0.10
7869	-33.094	-31.000	1.064	1.14	-1.99	-3.56	-0.092	0.032	-0.025	-0.1200	-0.1200	0.0249	0.0000	0.0000	0.0000	0	0.10
7876	-33.090	-31.012	1.079	1.14	-1.86	-3.25	-0.094	0.039	-0.007	-0.1200	-0.1200	0.0255	0.0000	0.0000	0.0000	0	0.10
7884	-33.100	-31.027	1.085	0.79	-1.63	-2.08	-0.090	0.018	-0.008	-0.1200	-0.1200	0.0269	0.0000	0.0000	0.0000	0	0.10
7891	-33.113	-31.051	1.096	0.42	-0.93	-2.32	-0.055	-0.004	-0.005	-0.1200	-0.1200	0.0258	0.0000	0.0000	0.0000	0	0.10
7898	-33.134	-31.079	1.105	0.14	-0.97	-1.06	-0.024	-0.003	-0.004	-0.1200	-0.1200	0.0277	0.0000	0.0000	0.0000	0	0.10
7906	-33.154	-31.105	1.114	0.37	-1.24	0.14	-0.012	0.016	0.004	-0.1200	-0.1200	0.0300	0.0000	0.0000	0.0000	0	0.10
7913	-33.168	-31.126	1.121	0.65	-1.13	0.60	0.021	-0.019	0.001	-0.1200	-0.1200	0.0310	0.0000	0.0000	0.0000	0	0.10
7921	-33.169	-31.140	1.134	0.87	-1.44	0.89	0.046	-0.031	0.010	-0.1200	-0.1200	0.0321	0.0000	0.0000	0.0000	0	0.10
7928	-33.165	-31.150	1.148	1.21	-1.57	1.11	0.057	-0.025	0.021	-0.1200	-0.1200	0.0331	0.0000	0.0000	0.0000	0	0.10
7936	-33.158	-31.152	1.156	1.36	-1.26	0.64	0.075	-0.009	0.048	-0.1200	-0.1200	0.0324	0.0000	0.0000	0.0000	0	0.10
7943	-33.154	-31.151	1.158	1.54	-1.82	1.12	0.072	-0.030	0.034	-0.1200	-0.1200	0.0338	0.0000	0.0000	0.0000	0	0.10
7951	-33.141	-31.152	1.170	2.13	-2.47	0.56	0.053	-0.013	0.057	-0.1200	-0.1200	0.0343	0.0000	0.0000	0.0000	0	0.10
7958	-33.118	-31.152	1.191	2.33	-2.22	0.11	0.031	-0.012	0.046	-0.1200	-0.1200	0.0340	0.0000	0.0000	0.0000	0	0.10
7966	-33.095	-31.154	1.213	2.57	-2.37	-0.30	0.015	-0.008	0.033	-0.1200	-0.1200	0.0341	0.0000	0.0000	0.0000	0	0.10
7973	-33.071	-31.163	1.243	2.56	-2.55	-0.74	-0.008	-0.004	0.033	-0.1200	-0.1200	0.0342	0.0000	0.0000	0.0000	0	0.10
7980	-33.053	-31.178	1.273	2.28	-2.62	-1.24	-0.009	0.017	0.009	-0.1200	-0.1200	0.0339	0.0000	0.0000	0.0000	0	0.10
7988	-33.033	-31.193	1.305	2.14	-2.41	-1.72	-0.025	0.001	-0.010	-0.1200	-0.1200	0.0335	0.0000	0.0000	0.0000	0	0.10
7996	-33.017	-31.211	1.337	2.03	-2.52	-1.40	-0.038	0.000	-0.039	-0.1200	-0.1200	0.0346	0.0000	0.0000	0.0000	0	0.10
8003	-33.002	-31.228	1.367	2.13	-2.49	-1.53	-0.044	0.016	-0.039	-0.1200	-0.1200	0.0350	0.0000	0.0000	0.0000	0	0.10
8010	-32.987	-31.249	1.400	2.22	-2.68	-2.07	-0.043	0.011	-0.045	-0.1200	-0.1200	0.0351	0.0000	0.0000	0.0000	0	0.10
8018	-32.969	-31.271	1.438	2.41	-3.00	-2.56	-0.051	0.012	-0.045	-0.1200	-0.1200	0.0355	0.0000	0.0000	0.0000	0	0.10
8025	-32.947	-31.294	1.480	2.75	-3.66	-2.88	-0.035	-0.009	-0.042	-0.1200	-0.1200	0.0368	0.0000	0.0000	0.0000	0	0.10
8033	-32.920	-31.313	1.521	2.56	-3.65	-3.12	-0.023	-0.000	-0.023	-0.1200	-0.1200	0.0370	0.0000	0.0000	0.0000	0	0.10
8040	-32.895	-31.326	1.556	2.33	-3.73	-2.60	-0.008	0.004	-0.025	-0.1200	-0.1200	0.0384	0.0000	0.0000	0.0000	0	0.10
8048	-32.870	-31.335	1.587	2.16	-3.25	-2.38	0.025	-0.009	-0.013	-0.1200	-0.1200	0.0387	0.0000	0.0000	0.0000	0	0.10
8055	-32.848	-31.344	1.615	1.77	-2.89	-2.03	0.029	-0.015	0.004	-0.1200	-0.1200	0.0391	0.0000	0.0000	0.0000	0	0.10
8063	-32.835	-31.354	1.637	1.54	-3.04	-1.74	0.044	-0.024	0.022	-0.1200	-0.1200	0.0399	0.0000	0.0000	0.0000	0	0.10
8070	-32.821	-31.367	1.661	1.93	-3.53	-1.54	0.047	-0.002	0.040	-0.1200	-0.1200	0.0415	0.0000	0.0000	0.0000	0	0.10
8078	-32.802	-31.386	1.696	1.93	-3.75	-1.32	0.029	-0.008	0.053	-0.1200	-0.1200	0.0427	0.0000	0.0000	0.0000	0	0.10
8085	-32.781	-31.404	1.732	2.72	-4.23	-1.20	0.016	0.023	0.062	-0.1200	-0.1200	0.0446	0.0000	0.0000	0.0000	0	0.10
8093	-32.757	-31.422	1.772	2.83	-4.77	-0.88	-0.006	0.056	0.049	-0.1200	-0.1200	0.0464	0.0000	0.0000	0.0000	0	0.10
8100	-32.734	-31.441	1.811	3.03	-5.00	-0.42	-0.025	0.072	0.022	-0.1200	-0.1200	0.0482	0.0000	0.0000	0.0000	0	0.10
8108	-32.708	-31.454	1.845	2.96	-5.41	-0.15	-0.013	0.062	0.015	-0.1200	-0.1200	0.0496	0.0000	0.0000	0.0000	0	0.10
8115	-32.682	-31.466	1.880	2.74	-5.91	-0.38	-0.032	0.067	0.005	-0.1200	-0.1200	0.0502	0.0000	0.0000	0.0000	0	0.10
8123	-32.653	-31.484	1.923	3.13	-5.96	-0.61	-0.027	0.038	-0.008	-0.1200	-0.1200	0.0511	0.0000	0.0000	0.0000	0	0.10
8130	-32.618	-31.505	1.974	3.33	-6.58	-1.24	-0.030	0.011	-0.000	-0.1200	-0.1200	0.0519	0.0000	0.0000	0.0000	0	0.10
8138	-32.583	-31.529	2.028	3.57	-6.83	-2.17	-0.018	-0.024	-0.008	-0.1200	-0.1200	0.0519	0.0000	0.0000	0.0000	0	0.10
8145	-32.541	-31.567	2.103	3.49	-7.50	-3.01	0.004	-0.048	-0.010	-0.1200	-0.1200	0.0527	0.0000	0.0000	0.0000	0	0.10
8153	-32.494	-31.612	2.188	3.89	-8.27	-3.70	0.007	-0.045	-0.009	-0.1200	-0.1200	0.0544	0.0000	0.0000	0.0000	0	0.10
8160	-32.444	-31.663	2.281	4.36	-8.93	-4.35	0.012	-0.063	-0.021	-0.1200	-0.1200	0.0562	0.0000	0.0000	0.0000	0	0.10
8167	-32.382	-31.722	2.394	5.39	-9.55	-4.97	0.007	-0.058	-0.015	-0.1200	-0.1200	0.0588	0.0000	0.0000	0.0000	0	0.10
8175	-32.310	-31.785	2.518	6.94	-9.91	-4.98	0.004	-0.014	-0.013	-0.1200	-0.1200	0.0628	0.0000	0.0000	0.0000	0	0.10
8182	-32.224	-31.860	2.667	8.86	-11.13	-4.73	-0.010	0.001	-0.037	-0.1200	-0.1200	0.0687	0.0000	0.0000	0.0000	0	0.10
8190	-32.133	-31.934	2.819	10.85	-11.89	-3.75	-0.041	0.038	-0.050	-0.1200	-0.1200	0.0754	0.0000	0.0000	0.0000	0	0.10
8197	-32.042	-32.015	2.978	12.83	-12.58	-2.71	-0.051	0.046	-0.047	-0.1200	-0.1200	0.0823	0.0000	0.0000	0.0000	0	0.10
8205	-31.958	-32.094	3.130	14.27	-13.26	-2.00	-0.040	0.065	-0.058	-0.1200	-0.1200	0.0880	0.0000	0.0000	0.0000	0	0.10
8212	-31.873	-32.170	3.278	15.68	-14.09	-1.62	-0.041	0.041	-0.030	-0.1200	-0.1200	0.0933	0.0000	0.0000	0.0000	0	0.10
8220	-31.788	-32.249	3.429	16.80	-14.35	-1.53	-0.025	0.032	-0.009	-0.1200	-0.1200	0.0975	0.0000	0.0000	0.0000	0	0.10
8227	-31.692	-32.326	3.589	17.73	-14.28	-2.75	0.005	0.006	0.052	-0.1200	-0.1200	0.0995	0.0000	0.0000	0.0000	0	0.10
8235	-31.592	-32.404	3.753	19.31	-15.00	-3.20	0.020	0.007	0.081	-0.1200	-0.1200	0.1039	0.0000	0.0000	0.0000	0	0.10
8242	-31.475	-32.490	3.940	20.83	-16.00	-3.51	0.036	-0.010	0.102	-0.1200	-0.1200	0.1092	0.0000	0.0000	0.0000	0	0.10
8250	-31.354	-32.576	4.130	22.12	-16.82	-3.55	0.028	-0.003	0.099	-0.1200	-0.1200	0.1146	0.0000	0.0000	0.0000	0	0.10
8257	-31.229	-32.667	4.328	23.22	-17.46	-4.01	0.017	-0.022	0.090	-0.1200	-0.1200	0.1193	0.0000	0.0000	0.0000	0	0.10
8265	-31.098	-32.754	4.529	24.77	-18.10	-3.87	0.026	-0.019	0.052	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8272	-30.960	-32.851	4.744	25.68	-19.59	-3.71	0.011	0.011	0.019	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8280	-30.818	-32.956	4.971	26.78	-21.16	-3.99	0.013	0.023	-0.004	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8287	-30.656	-33.063	5.218	27.36	-22.64	-5.54	0.031	0.038	-0.004	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8294	-30.489	-33.170	5.470	28.52	-25.17	-6.69	0.014	0.023	-0.027	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8302	-30.316	-33.294	5.743	28.56	-28.01	-6.76	0.001	0.072	-0.054	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8309	-30.152	-33.421	6.011	28.47	-29.57	-6.59	0.016	0.063	-0.055	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8317	-29.988	-33.549	6.280	27.78	-31.79	-6.21	0.034	0.036	-0.069	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8324	-29.825	-33.674	6.545	27.07	-32.51	-6.16	0.045	0.029	-0.083	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8332	-29.666	-33.802	6.809	26.37	-34.10	-5.67	0.040	0.014	-0.082	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8339	-29.506	-33.934	7.080	25.25	-35.30	-5.67	0.035	-0.029	-0.056	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8347	-29.346	-34.072	7.354	24.77	-36.88	-5.51	0.041	-0.057	-0.026	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8354	-29.195	-34.209	7.621	24.18	-37.95	-6.07	0.030	-0.069	0.017	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8362	-29.046	-34.343	7.883	24.11	-39.22	-6.74	0.017	-0.068	0.046	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8369	-28.892	-34.476	8.147	24.02	-39.96	-7.39	-0.020	-0.077	0.069	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
8377	-28.732	-34.614	8.423	24.24	-40.48	-8.35	-0.030	-0.067	0.092	-0.1200	-0.1200	0.1200	0.0000	0.0000	0.0000	0	0.10
